# Inventory of signed certificates
# SERIAL NOT_BEFORE NOT_AFTER SUBJECT
0x0031 2007-12-02T08:40:04GMT 2012-11-30T08:40:04GMT /CN=squid103.vmmatrix.net
0x0032 2007-12-02T08:45:44GMT 2012-11-30T08:45:44GMT /CN=squid120.vmmatrix.net
0x0033 2007-12-02T08:48:39GMT 2012-11-30T08:48:39GMT /CN=squid131.vmmatrix.net
0x0034 2007-12-03T02:04:17GMT 2012-12-01T02:04:17GMT /CN=sz-lg2.tele.idosquid.i.vmx.cn
0x0035 2007-12-03T02:06:42GMT 2012-12-01T02:06:42GMT /CN=sz-lg4.tele.idosquid.i.vmx.cn
0x0036 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg6.tele.idosquid.i.vmx.cn
0x0037 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg8.tele.idosquid.i.vmx.cn
0x0038 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg10.tele.idosquid.i.vmx.cn
0x0039 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg1.tele.idosquid.i.vmx.cn
0x003a 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg3.tele.idosquid.i.vmx.cn
0x003b 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg5.tele.idosquid.i.vmx.cn
0x003c 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg7.tele.idosquid.i.vmx.cn
0x003d 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg9.tele.idosquid.i.vmx.cn
0x003e 2007-12-04T07:35:19GMT 2012-12-02T07:35:19GMT /CN=squid6.vmmatrix.net
0x0040 2007-12-04T08:32:11GMT 2012-12-02T08:32:11GMT /CN=squid5.vmmatrix.net
0x0041 2007-12-05T01:19:01GMT 2012-12-03T01:19:01GMT /CN=squid4.vmmatrix.net
0x0042 2007-12-05T02:05:28GMT 2012-12-03T02:05:28GMT /CN=squid8.vmmatrix.net
0x0043 2007-12-05T02:05:28GMT 2012-12-03T02:05:28GMT /CN=squid9.vmmatrix.net
0x0044 2007-12-05T02:19:16GMT 2012-12-03T02:19:16GMT /CN=squid7.vmmatrix.net
0x0045 2007-12-05T02:38:52GMT 2012-12-03T02:38:52GMT /CN=squid10.vmmatrix.net
0x0046 2007-12-05T04:53:10GMT 2012-12-03T04:53:10GMT /CN=squid52.vmmatrix.net
0x0049 2007-12-18T09:32:46GMT 2012-12-16T09:32:46GMT /CN=squid51.vmmatrix.net
0x004f 2008-01-04T14:06:18GMT 2013-01-02T14:06:18GMT /CN=squid143.vmmatrix.net
0x0050 2008-01-06T09:03:50GMT 2013-01-04T09:03:50GMT /CN=squid111.vmmatrix.net
0x0051 2008-01-09T10:03:12GMT 2013-01-07T10:03:12GMT /CN=squid132.vmmatrix.net
0x0052 2008-01-11T10:21:58GMT 2013-01-09T10:21:58GMT /CN=squid133.vmmatrix.net
0x0053 2008-01-13T00:21:53GMT 2013-01-11T00:21:53GMT /CN=cdn-ns4.vmmatrix.net
0x0054 2008-01-13T00:24:38GMT 2013-01-11T00:24:38GMT /CN=squid-us4.vmmatrix.net
0x0055 2008-01-13T00:38:20GMT 2013-01-11T00:38:20GMT /CN=bindus4.vmmatrix.net
0x0056 2008-01-13T13:48:33GMT 2013-01-11T13:48:33GMT /CN=squid14.vmmatrix.net
0x0057 2008-01-13T13:48:33GMT 2013-01-11T13:48:33GMT /CN=squid15.vmmatrix.net
0x0058 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid17.vmmatrix.net
0x0059 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid18.vmmatrix.net
0x005a 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid19.vmmatrix.net
0x005b 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid21.vmmatrix.net
0x005c 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid22.vmmatrix.net
0x005d 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid23.vmmatrix.net
0x005e 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid24.vmmatrix.net
0x005f 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid12.vmmatrix.net
0x0060 2008-01-14T01:11:40GMT 2013-01-12T01:11:40GMT /CN=squid11.vmmatrix.net
0x0061 2008-01-14T07:52:03GMT 2013-01-12T07:52:03GMT /CN=squid27.vmmatrix.net
0x0062 2008-01-14T07:54:17GMT 2013-01-12T07:54:17GMT /CN=squid28.vmmatrix.net
0x0063 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg11.tele.idosquid.i.vmx.cn
0x0064 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg13.tele.idosquid.i.vmx.cn
0x0065 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg15.tele.idosquid.i.vmx.cn
0x0066 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg17.tele.idosquid.i.vmx.cn
0x0067 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg19.tele.idosquid.i.vmx.cn
0x0068 2008-01-16T01:07:00GMT 2013-01-14T01:07:00GMT /CN=cdn-ns3.vmmatrix.net
0x0069 2008-01-16T05:50:42GMT 2013-01-14T05:50:42GMT /CN=ns11.vmmatrix.net
0x006a 2008-01-16T09:25:51GMT 2013-01-14T09:25:51GMT /CN=monitor1.vmmatrix.net
0x006b 2008-01-19T07:44:45GMT 2013-01-17T07:44:45GMT /CN=squid54.vmmatrix.net
0x006c 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns21.vmmatrix.net
0x006d 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns22.vmmatrix.net
0x006e 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns23.vmmatrix.net
0x006f 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj4.tele.ldns.i.vmx.cn
0x0070 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj5.tele.ldns.i.vmx.cn
0x0071 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj3.tele.ldns.i.vmx.cn
0x0072 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns124.vmmatrix.net
0x0073 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns123.vmmatrix.net
0x0074 2008-01-22T12:30:27GMT 2013-01-20T12:30:27GMT /CN=squid_us9.vmmatrix.net
0x0075 2008-01-23T12:14:30GMT 2013-01-21T12:14:30GMT /CN=sh-chj11.cnc.ldns.i.vmx.cn
0x0076 2008-01-23T12:17:52GMT 2013-01-21T12:17:52GMT /CN=sh-chj12.cnc.ldns.i.vmx.cn
0x0077 2008-01-23T13:02:14GMT 2013-01-21T13:02:14GMT /CN=sh-zj2.tele.idodns.i.vmx.cn
0x0078 2008-01-23T13:02:14GMT 2013-01-21T13:02:14GMT /CN=sh-zj1.tele.idodns.i.vmx.cn
0x0079 2008-01-24T01:30:09GMT 2013-01-22T01:30:09GMT /CN=sz-lg1.tele.nagios.i.vmx.cn
0x007a 2008-01-24T01:45:35GMT 2013-01-22T01:45:35GMT /CN=sz-lg1.tele.dnscache.i.vmx.cn
0x007b 2008-01-24T01:45:35GMT 2013-01-22T01:45:35GMT /CN=sz-lg2.tele.dnscache.i.vmx.cn
0x007c 2008-01-24T01:56:41GMT 2013-01-22T01:56:41GMT /CN=ln-sy1.cnc.squid.i.vmx.cn
0x007d 2008-01-24T01:56:41GMT 2013-01-22T01:56:41GMT /CN=ln-sy4.cnc.squid.i.vmx.cn
0x007e 2008-01-24T07:30:14GMT 2013-01-22T07:30:14GMT /CN=ns19.vmmatrix.net
0x007f 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi9.vmmatrix.net
0x0080 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi7.vmmatrix.net
0x0081 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi12.vmmatrix.net
0x0082 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi11.vmmatrix.net
0x0083 2008-02-02T08:31:03GMT 2013-01-31T08:31:03GMT /CN=test2.i.vmx.cn
# Inventory of signed certificates
# SERIAL NOT_BEFORE NOT_AFTER SUBJECT
0x0012 2007-09-15T01:31:58GMT 2012-09-13T01:31:58GMT /CN=sh-zj1.tele.idns.i.vmx.cn
0x0013 2007-09-15T01:42:15GMT 2012-09-13T01:42:15GMT /CN=sh-zj2.tele.idns.i.vmx.cn
0x0018 2007-09-17T00:51:11GMT 2012-09-15T00:51:11GMT /CN=sz-lg1.tele.idns.i.vmx.cn
0x001f 2007-10-21T01:48:15GMT 2012-10-19T01:48:15GMT /CN=squid1.vmmatrix.net
0x0019 2007-09-17T00:53:42GMT 2012-09-15T00:53:42GMT /CN=sz-lg2.tele.idns.i.vmx.cn
0x0020 2007-10-21T02:00:38GMT 2012-10-19T02:00:38GMT /CN=squid2.vmmatrix.net
0x0009 2007-08-02T07:29:34GMT 2012-07-31T07:29:34GMT /CN=ln-sy1.cnc.nagios.i.vmx.cn
0x0024 2007-10-29T08:08:05GMT 2012-10-27T08:08:05GMT /CN=squid3.vmmatrix.net
0x000d 2007-08-06T09:35:20GMT 2012-08-04T09:35:20GMT /CN=sh-nj1.cm.nagios.i.vmx.cn
0x0008 2007-08-01T09:13:06GMT 2012-07-30T09:13:06GMT /CN=sh-nj2.cm.nagios.i.vmx.cn
0x0010 2007-09-12T12:10:33GMT 2012-09-10T12:10:33GMT /CN=debiantemplate
0x0016 2007-09-16T00:03:11GMT 2012-09-14T00:03:11GMT /CN=sz-lg1.tele.idns.i.vmx.cn.
0x0025 2007-10-30T06:03:00GMT 2012-10-28T06:03:00GMT /CN=sh-zj1.tele.puppet.i.vmx.cn
0x0017 2007-09-16T00:24:07GMT 2012-09-14T00:24:07GMT /CN=sz-lg2.tele.idns.i.vmx.cn.
0x000f 2007-09-09T06:20:37GMT 2012-09-07T06:20:37GMT /CN=sh-nj2.cm.cacti.i.vmx.cn
0x001d 2007-10-14T06:15:57GMT 2012-10-12T06:15:57GMT /CN=nagioscenter.i.vmx.cn
0x0007 2007-08-01T05:29:53GMT 2012-07-30T05:29:53GMT /CN=ln-sy1.cnc.idns.i.vmx.cn
0x0006 2007-08-01T05:28:02GMT 2012-07-30T05:28:02GMT /CN=ln-sy2.cnc.idns.i.vmx.cn
0x000c 2007-08-06T09:26:18GMT 2012-08-04T09:26:18GMT /CN=sh-zj1.tele.nagios.i.vmx.cn
0x0003 2007-07-29T10:09:48GMT 2012-07-27T10:09:48GMT /CN=ln-sy1.cnc.ldns.i.vmx.cn
0x0026 2007-10-30T06:43:38GMT 2012-10-28T06:43:38GMT /CN=sh-zj2.tele.nagios.i.vmx.cn
0x0004 2007-07-29T10:15:15GMT 2012-07-27T10:15:15GMT /CN=ln-sy2.cnc.ldns.i.vmx.cn
0x0023 2007-10-25T00:44:43GMT 2012-10-23T00:44:43GMT /CN=sh-zj3.tele.nagios.i.vmx.cn
0x000b 2007-08-05T03:34:10GMT 2012-08-03T03:34:10GMT /CN=ln-sy3.cnc.ldns.i.vmx.cn
0x0005 2007-07-29T10:18:19GMT 2012-07-27T10:18:19GMT /CN=ln-sy4.cnc.ldns.i.vmx.cn
0x000a 2007-08-03T09:20:12GMT 2012-08-01T09:20:12GMT /CN=sh-zj1.tele.dnat.i.vmx.cn
0x004e 2008-01-03T03:19:17GMT 2013-01-01T03:19:17GMT /CN=squid142.vmmatrix.net
0x000e 2007-08-20T09:40:49GMT 2012-08-18T09:40:49GMT /CN=sh-zj4.tele.cacti.i.vmx.cn
0x0014 2007-09-15T01:48:43GMT 2012-09-13T01:48:43GMT /CN=sh-nj1.cm.idns.i.vmx.cn
0x0015 2007-09-15T01:55:24GMT 2012-09-13T01:55:24GMT /CN=sh-nj2.cm.idns.i.vmx.cn
0x0001 2007-07-26T07:34:10GMT 2012-07-24T07:34:10GMT /CN=sh-zj1.tele.trac.i.vmx.cn
0x0027 2007-11-22T02:05:38GMT 2012-11-20T02:05:38GMT /CN=sh-zj1.tele.log.i.vmx.cn
0x0028 2007-11-26T01:44:27GMT 2012-11-24T01:44:27GMT /CN=sz-lg1.tele.log.i.vmx.cn
0x0029 2007-11-26T02:11:46GMT 2012-11-24T02:11:46GMT /CN=ln-sy4.cnc.db.i.vmx.cn
0x002a 2007-11-26T03:27:52GMT 2012-11-24T03:27:52GMT /CN=sh-nj1.cm.log.i.vmx.cn
0x002b 2007-11-29T07:34:02GMT 2012-11-27T07:34:02GMT /CN=squid102.vmmatrix.net
0x002c 2007-12-02T07:05:23GMT 2012-11-30T07:05:23GMT /CN=squid112.vmmatrix.net
0x002d 2007-12-02T07:38:38GMT 2012-11-30T07:38:38GMT /CN=squid113.vmmatrix.net
0x002e 2007-12-02T07:47:37GMT 2012-11-30T07:47:37GMT /CN=squid119.vmmatrix.net
0x002f 2007-12-02T07:52:08GMT 2012-11-30T07:52:08GMT /CN=squid141.vmmatrix.net
0x0030 2007-12-02T07:52:08GMT 2012-11-30T07:52:08GMT /CN=squid151.vmmatrix.net
0x0031 2007-12-02T08:40:04GMT 2012-11-30T08:40:04GMT /CN=squid103.vmmatrix.net
0x0032 2007-12-02T08:45:44GMT 2012-11-30T08:45:44GMT /CN=squid120.vmmatrix.net
0x0033 2007-12-02T08:48:39GMT 2012-11-30T08:48:39GMT /CN=squid131.vmmatrix.net
0x0034 2007-12-03T02:04:17GMT 2012-12-01T02:04:17GMT /CN=sz-lg2.tele.idosquid.i.vmx.cn
0x0035 2007-12-03T02:06:42GMT 2012-12-01T02:06:42GMT /CN=sz-lg4.tele.idosquid.i.vmx.cn
0x0036 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg6.tele.idosquid.i.vmx.cn
0x0037 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg8.tele.idosquid.i.vmx.cn
0x0038 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg10.tele.idosquid.i.vmx.cn
0x0039 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg1.tele.idosquid.i.vmx.cn
0x003a 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg3.tele.idosquid.i.vmx.cn
0x003b 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg5.tele.idosquid.i.vmx.cn
0x003c 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg7.tele.idosquid.i.vmx.cn
0x003d 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg9.tele.idosquid.i.vmx.cn
0x003e 2007-12-04T07:35:19GMT 2012-12-02T07:35:19GMT /CN=squid6.vmmatrix.net
0x0040 2007-12-04T08:32:11GMT 2012-12-02T08:32:11GMT /CN=squid5.vmmatrix.net
0x0041 2007-12-05T01:19:01GMT 2012-12-03T01:19:01GMT /CN=squid4.vmmatrix.net
0x0042 2007-12-05T02:05:28GMT 2012-12-03T02:05:28GMT /CN=squid8.vmmatrix.net
0x0043 2007-12-05T02:05:28GMT 2012-12-03T02:05:28GMT /CN=squid9.vmmatrix.net
0x0044 2007-12-05T02:19:16GMT 2012-12-03T02:19:16GMT /CN=squid7.vmmatrix.net
0x0045 2007-12-05T02:38:52GMT 2012-12-03T02:38:52GMT /CN=squid10.vmmatrix.net
0x0046 2007-12-05T04:53:10GMT 2012-12-03T04:53:10GMT /CN=squid52.vmmatrix.net
0x0049 2007-12-18T09:32:46GMT 2012-12-16T09:32:46GMT /CN=squid51.vmmatrix.net
0x004f 2008-01-04T14:06:18GMT 2013-01-02T14:06:18GMT /CN=squid143.vmmatrix.net
0x0050 2008-01-06T09:03:50GMT 2013-01-04T09:03:50GMT /CN=squid111.vmmatrix.net
0x0051 2008-01-09T10:03:12GMT 2013-01-07T10:03:12GMT /CN=squid132.vmmatrix.net
0x0052 2008-01-11T10:21:58GMT 2013-01-09T10:21:58GMT /CN=squid133.vmmatrix.net
0x0053 2008-01-13T00:21:53GMT 2013-01-11T00:21:53GMT /CN=cdn-ns4.vmmatrix.net
0x0054 2008-01-13T00:24:38GMT 2013-01-11T00:24:38GMT /CN=squid-us4.vmmatrix.net
0x0055 2008-01-13T00:38:20GMT 2013-01-11T00:38:20GMT /CN=bindus4.vmmatrix.net
0x0056 2008-01-13T13:48:33GMT 2013-01-11T13:48:33GMT /CN=squid14.vmmatrix.net
0x0057 2008-01-13T13:48:33GMT 2013-01-11T13:48:33GMT /CN=squid15.vmmatrix.net
0x0058 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid17.vmmatrix.net
0x0059 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid18.vmmatrix.net
0x005a 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid19.vmmatrix.net
0x005b 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid21.vmmatrix.net
0x005c 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid22.vmmatrix.net
0x005d 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid23.vmmatrix.net
0x005e 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid24.vmmatrix.net
0x005f 2008-01-13T13:48:34GMT 2013-01-11T13:48:34GMT /CN=squid12.vmmatrix.net
0x0060 2008-01-14T01:11:40GMT 2013-01-12T01:11:40GMT /CN=squid11.vmmatrix.net
0x0061 2008-01-14T07:52:03GMT 2013-01-12T07:52:03GMT /CN=squid27.vmmatrix.net
0x0062 2008-01-14T07:54:17GMT 2013-01-12T07:54:17GMT /CN=squid28.vmmatrix.net
0x0063 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg11.tele.idosquid.i.vmx.cn
0x0064 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg13.tele.idosquid.i.vmx.cn
0x0065 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg15.tele.idosquid.i.vmx.cn
0x0066 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg17.tele.idosquid.i.vmx.cn
0x0067 2008-01-14T10:44:36GMT 2013-01-12T10:44:36GMT /CN=sz-lg19.tele.idosquid.i.vmx.cn
0x0068 2008-01-16T01:07:00GMT 2013-01-14T01:07:00GMT /CN=cdn-ns3.vmmatrix.net
0x0069 2008-01-16T05:50:42GMT 2013-01-14T05:50:42GMT /CN=ns11.vmmatrix.net
0x006a 2008-01-16T09:25:51GMT 2013-01-14T09:25:51GMT /CN=monitor1.vmmatrix.net
0x006b 2008-01-19T07:44:45GMT 2013-01-17T07:44:45GMT /CN=squid54.vmmatrix.net
0x006c 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns21.vmmatrix.net
0x006d 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns22.vmmatrix.net
0x006e 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns23.vmmatrix.net
0x006f 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj4.tele.ldns.i.vmx.cn
0x0070 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj5.tele.ldns.i.vmx.cn
0x0071 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=sh-zj3.tele.ldns.i.vmx.cn
0x0072 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns124.vmmatrix.net
0x0073 2008-01-22T01:49:27GMT 2013-01-20T01:49:27GMT /CN=dns123.vmmatrix.net
0x0074 2008-01-22T12:30:27GMT 2013-01-20T12:30:27GMT /CN=squid_us9.vmmatrix.net
0x0075 2008-01-23T12:14:30GMT 2013-01-21T12:14:30GMT /CN=sh-chj11.cnc.ldns.i.vmx.cn
0x0076 2008-01-23T12:17:52GMT 2013-01-21T12:17:52GMT /CN=sh-chj12.cnc.ldns.i.vmx.cn
0x0077 2008-01-23T13:02:14GMT 2013-01-21T13:02:14GMT /CN=sh-zj2.tele.idodns.i.vmx.cn
0x0078 2008-01-23T13:02:14GMT 2013-01-21T13:02:14GMT /CN=sh-zj1.tele.idodns.i.vmx.cn
0x0079 2008-01-24T01:30:09GMT 2013-01-22T01:30:09GMT /CN=sz-lg1.tele.nagios.i.vmx.cn
0x007a 2008-01-24T01:45:35GMT 2013-01-22T01:45:35GMT /CN=sz-lg1.tele.dnscache.i.vmx.cn
0x007b 2008-01-24T01:45:35GMT 2013-01-22T01:45:35GMT /CN=sz-lg2.tele.dnscache.i.vmx.cn
0x007c 2008-01-24T01:56:41GMT 2013-01-22T01:56:41GMT /CN=ln-sy1.cnc.squid.i.vmx.cn
0x007d 2008-01-24T01:56:41GMT 2013-01-22T01:56:41GMT /CN=ln-sy4.cnc.squid.i.vmx.cn
0x007e 2008-01-24T07:30:14GMT 2013-01-22T07:30:14GMT /CN=ns19.vmmatrix.net
0x007f 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi9.vmmatrix.net
0x0080 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi7.vmmatrix.net
0x0081 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi12.vmmatrix.net
0x0082 2008-01-24T12:37:26GMT 2013-01-22T12:37:26GMT /CN=mysqlapi11.vmmatrix.net
0x0084 2008-02-03T02:44:43GMT 2013-02-01T02:44:43GMT /CN=test2.i.vmx.cn
# Inventory of signed certificates
# SERIAL NOT_BEFORE NOT_AFTER SUBJECT
0x0012 2007-09-15T01:31:58GMT 2012-09-13T01:31:58GMT /CN=sh-zj1.tele.idns.i.vmx.cn
0x0013 2007-09-15T01:42:15GMT 2012-09-13T01:42:15GMT /CN=sh-zj2.tele.idns.i.vmx.cn
0x0018 2007-09-17T00:51:11GMT 2012-09-15T00:51:11GMT /CN=sz-lg1.tele.idns.i.vmx.cn
0x001f 2007-10-21T01:48:15GMT 2012-10-19T01:48:15GMT /CN=squid1.vmmatrix.net
0x0019 2007-09-17T00:53:42GMT 2012-09-15T00:53:42GMT /CN=sz-lg2.tele.idns.i.vmx.cn
0x0020 2007-10-21T02:00:38GMT 2012-10-19T02:00:38GMT /CN=squid2.vmmatrix.net
0x0009 2007-08-02T07:29:34GMT 2012-07-31T07:29:34GMT /CN=ln-sy1.cnc.nagios.i.vmx.cn
0x0024 2007-10-29T08:08:05GMT 2012-10-27T08:08:05GMT /CN=squid3.vmmatrix.net
0x000d 2007-08-06T09:35:20GMT 2012-08-04T09:35:20GMT /CN=sh-nj1.cm.nagios.i.vmx.cn
0x0008 2007-08-01T09:13:06GMT 2012-07-30T09:13:06GMT /CN=sh-nj2.cm.nagios.i.vmx.cn
0x0010 2007-09-12T12:10:33GMT 2012-09-10T12:10:33GMT /CN=debiantemplate
0x0016 2007-09-16T00:03:11GMT 2012-09-14T00:03:11GMT /CN=sz-lg1.tele.idns.i.vmx.cn.
0x0025 2007-10-30T06:03:00GMT 2012-10-28T06:03:00GMT /CN=sh-zj1.tele.puppet.i.vmx.cn
0x0017 2007-09-16T00:24:07GMT 2012-09-14T00:24:07GMT /CN=sz-lg2.tele.idns.i.vmx.cn.
0x000f 2007-09-09T06:20:37GMT 2012-09-07T06:20:37GMT /CN=sh-nj2.cm.cacti.i.vmx.cn
0x001d 2007-10-14T06:15:57GMT 2012-10-12T06:15:57GMT /CN=nagioscenter.i.vmx.cn
0x0007 2007-08-01T05:29:53GMT 2012-07-30T05:29:53GMT /CN=ln-sy1.cnc.idns.i.vmx.cn
0x0006 2007-08-01T05:28:02GMT 2012-07-30T05:28:02GMT /CN=ln-sy2.cnc.idns.i.vmx.cn
0x000c 2007-08-06T09:26:18GMT 2012-08-04T09:26:18GMT /CN=sh-zj1.tele.nagios.i.vmx.cn
0x0003 2007-07-29T10:09:48GMT 2012-07-27T10:09:48GMT /CN=ln-sy1.cnc.ldns.i.vmx.cn
0x0026 2007-10-30T06:43:38GMT 2012-10-28T06:43:38GMT /CN=sh-zj2.tele.nagios.i.vmx.cn
0x0004 2007-07-29T10:15:15GMT 2012-07-27T10:15:15GMT /CN=ln-sy2.cnc.ldns.i.vmx.cn
0x0023 2007-10-25T00:44:43GMT 2012-10-23T00:44:43GMT /CN=sh-zj3.tele.nagios.i.vmx.cn
0x000b 2007-08-05T03:34:10GMT 2012-08-03T03:34:10GMT /CN=ln-sy3.cnc.ldns.i.vmx.cn
0x0005 2007-07-29T10:18:19GMT 2012-07-27T10:18:19GMT /CN=ln-sy4.cnc.ldns.i.vmx.cn
0x000a 2007-08-03T09:20:12GMT 2012-08-01T09:20:12GMT /CN=sh-zj1.tele.dnat.i.vmx.cn
0x004e 2008-01-03T03:19:17GMT 2013-01-01T03:19:17GMT /CN=squid142.vmmatrix.net
0x000e 2007-08-20T09:40:49GMT 2012-08-18T09:40:49GMT /CN=sh-zj4.tele.cacti.i.vmx.cn
0x0014 2007-09-15T01:48:43GMT 2012-09-13T01:48:43GMT /CN=sh-nj1.cm.idns.i.vmx.cn
0x0015 2007-09-15T01:55:24GMT 2012-09-13T01:55:24GMT /CN=sh-nj2.cm.idns.i.vmx.cn
0x0001 2007-07-26T07:34:10GMT 2012-07-24T07:34:10GMT /CN=sh-zj1.tele.trac.i.vmx.cn
0x0027 2007-11-22T02:05:38GMT 2012-11-20T02:05:38GMT /CN=sh-zj1.tele.log.i.vmx.cn
0x0028 2007-11-26T01:44:27GMT 2012-11-24T01:44:27GMT /CN=sz-lg1.tele.log.i.vmx.cn
0x0029 2007-11-26T02:11:46GMT 2012-11-24T02:11:46GMT /CN=ln-sy4.cnc.db.i.vmx.cn
0x002a 2007-11-26T03:27:52GMT 2012-11-24T03:27:52GMT /CN=sh-nj1.cm.log.i.vmx.cn
0x002b 2007-11-29T07:34:02GMT 2012-11-27T07:34:02GMT /CN=squid102.vmmatrix.net
0x002c 2007-12-02T07:05:23GMT 2012-11-30T07:05:23GMT /CN=squid112.vmmatrix.net
0x002d 2007-12-02T07:38:38GMT 2012-11-30T07:38:38GMT /CN=squid113.vmmatrix.net
0x002e 2007-12-02T07:47:37GMT 2012-11-30T07:47:37GMT /CN=squid119.vmmatrix.net
0x002f 2007-12-02T07:52:08GMT 2012-11-30T07:52:08GMT /CN=squid141.vmmatrix.net
0x0030 2007-12-02T07:52:08GMT 2012-11-30T07:52:08GMT /CN=squid151.vmmatrix.net
0x0031 2007-12-02T08:40:04GMT 2012-11-30T08:40:04GMT /CN=squid103.vmmatrix.net
0x0032 2007-12-02T08:45:44GMT 2012-11-30T08:45:44GMT /CN=squid120.vmmatrix.net
0x0033 2007-12-02T08:48:39GMT 2012-11-30T08:48:39GMT /CN=squid131.vmmatrix.net
0x0034 2007-12-03T02:04:17GMT 2012-12-01T02:04:17GMT /CN=sz-lg2.tele.idosquid.i.vmx.cn
0x0035 2007-12-03T02:06:42GMT 2012-12-01T02:06:42GMT /CN=sz-lg4.tele.idosquid.i.vmx.cn
0x0036 2007-12-03T02:08:14GMT 2012-12-01T02:08:14GMT /CN=sz-lg6.tele.idosquid.i.vmx.cn
